geneID,time,Myc_gene,Gen_type,Gen_sign_Mock,Gen_sign_Myc,ASE_type,ASE_sign,F0_Oh43_logFC,F0_Oh43_adj.P.Val,F1_allele_logFC,F1_allele_adj.P.Val,myc_Oh43_logFC,myc_Oh43_adj.P.Val,mock_Oh43_logFC,mock_Oh43_adj.P.Val,Working.Symbol,v4.Gene.Model.ID,v3.Gene.Model.ID,Full.Name,Working.Source,chr,start_V5_bp,end_V5_bp,pos_v5_bp,chr_start_bp,pos_v5_cum_bp,armando_hotlist
Zm00001eb090500,T1,NA,3_Modulated,up,up,NA,NA,NA,NA,NA,NA,3.36852088669403,1.33405551476199e-5,1.85690876091731,3.7882688646472e-5,NA,NA,NA,NA,NA,chr2,125909517,125910452,125909984,308452471,434362455,NA
Zm00001eb150690,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.816507194970355,0.420170246252088,-0.850936897206564,0.303830492626709,NA,NA,NA,NA,NA,chr3,193335022,193336238,193335630,552127662,745463292,NA
Zm00001eb314600,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.324753750154748,0.0142413701168604,-0.338276511395721,0.00472621482469432,NA,NA,NA,NA,NA,chr7,129639348,129644742,129642045,1448186572,1577828617,NA
Zm00001eb381880,T1,NA,Ambiguous,up,down,NA,NA,NA,NA,NA,NA,-0.658178061867109,0.0466814814407761,0.0868427568835873,0.745428007796582,NA,NA,NA,NA,NA,chr9,49014218,49014991,49014604,1816406690,1865421294,NA
Zm00001eb398850,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.342764778233459,0.282566532239362,0.034546671877203,0.920615526849806,NA,NA,NA,NA,NA,chr9,149301066,149311497,149306282,1816406690,1965712972,NA
Zm00001eb172800,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.398411023297284,0.687200292183824,-2.1341536815736,0.018749084042079,NA,NA,NA,NA,NA,chr4,36049294,36051224,36050259,790145429,826195688,NA
Zm00001eb193410,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.340665916770048,0.270880706234196,0.0148061978537815,0.958157965844438,NA,NA,NA,NA,NA,chr4,182829762,182833037,182831400,790145429,972976829,NA
Zm00001eb232490,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.00232026322214104,0.986498555123197,-7.55292679147671e-4,0.995322830452809,NA,NA,NA,NA,NA,chr5,82945017,82950082,82947550,1040475889,1123423439,NA
Zm00001eb013060,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.678522216217919,0.248521732659581,-0.641930364092253,0.224018151564412,NA,NA,NA,NA,NA,chr1,43448654,43453838,43451246,0,43451246,NA
Zm00001eb038420,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-2.99699366908732,0.00227127517265526,-3.76739942824605,1.43233424672563e-4,NA,NA,NA,NA,NA,chr1,205068876,205070865,205069870,0,205069870,NA
Zm00001eb169750,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.545659782495861,0.00486578389501324,1.17646344458082,3.93397248549906e-4,NA,NA,NA,NA,NA,chr4,21034844,21037652,21036248,790145429,811181677,NA
Zm00001eb095200,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.176926852914284,0.467497225456137,0.569165178455225,0.0211424176478569,NA,NA,NA,NA,NA,chr2,164517699,164523517,164520608,308452471,472973079,NA
Zm00001eb342320,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.00660418354841115,0.981530483467068,-0.0434795589775671,0.845901871583026,NA,NA,NA,NA,NA,chr8,63383260,63385649,63384454,1633995488,1697379942,NA
Zm00001eb222770,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.40486995282369,0.151915492478933,0.32428904479741,0.152603618510842,NA,NA,NA,NA,NA,chr5,34381356,34382293,34381824,1040475889,1074857713,NA
Zm00001eb198570,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.31074300687043,0.562164896155628,-0.960277326674726,0.0975295878794597,NA,NA,NA,NA,NA,chr4,201140642,201142008,201141325,790145429,991286754,NA
Zm00001eb235170,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.312944172696305,0.426320817810465,-0.528253271176343,0.213505364301416,NA,NA,NA,NA,NA,chr5,107269294,107269671,107269482,1040475889,1147745371,NA
Zm00001eb084970,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.415023495558868,0.0147236436977916,0.375864158359646,0.0123303387299837,NA,NA,NA,NA,NA,chr2,66876214,66884755,66880484,308452471,375332955,NA
Zm00001eb272300,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.933345817194318,0.00210372094352533,1.92932115007316,4.82769581376482e-4,NA,NA,NA,NA,NA,chr6,93524293,93529707,93527000,1266829338,1360356338,NA
Zm00001eb032630,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-0.996407676744405,2.58002817166522e-6,-1.0108523135443,4.19437581902464e-7,NA,NA,NA,NA,NA,chr1,182386579,182387890,182387234,0,182387234,NA
Zm00001eb121890,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-1.07113952945512,0.0145194130900027,-0.181453133853169,0.559307731672355,NA,NA,NA,NA,NA,chr3,8815736,8816782,8816259,552127662,560943921,NA
Zm00001eb145770,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.343693465716751,0.395210838722706,-0.189697734375541,0.699824165707852,NA,NA,NA,NA,NA,chr3,176428901,176431035,176429968,552127662,728557630,NA
Zm00001eb228650,T1,NA,2_Mock conditional,down,down,NA,NA,NA,NA,NA,NA,-0.0125452485185328,0.903115040667206,-0.435335122144757,2.68113972231146e-4,NA,NA,NA,NA,NA,chr5,66024976,66028180,66026578,1040475889,1106502467,NA
Zm00001eb254320,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.320319564194446,0.123065005309311,0.160123800316068,0.394291737789662,NA,NA,NA,NA,NA,chr5,214691116,214700122,214695619,1040475889,1255171508,NA
Zm00001eb415990,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-1.0264009369107,0.131838755069496,-0.965005332317994,0.228037774417013,NA,NA,NA,NA,NA,chr10,80715433,80717216,80716324,1979411434,2060127758,NA
Zm00001eb135780,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,0.89370860026078,0.00365204738843801,1.36422267448137,1.82207189665935e-4,NA,NA,NA,NA,NA,chr3,121657171,121660770,121658970,552127662,673786632,NA
Zm00001eb129330,T1,NA,3_Modulated,up,up,NA,NA,NA,NA,NA,NA,1.36329805328118,1.32927656442343e-5,0.728692723915754,1.14055439013732e-4,NA,NA,NA,NA,NA,chr3,47928725,47930615,47929670,552127662,600057332,NA
Zm00001eb022720,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.265344880196549,0.60367436074373,0.0824105941783105,0.829646780899977,NA,NA,NA,NA,NA,chr1,87460426,87462004,87461215,0,87461215,NA
Zm00001eb332470,T1,NA,7_Myc responsive,down,down,NA,NA,NA,NA,NA,NA,-0.7094541743537,0.0873716158938052,-0.576832580644748,0.277178534272125,NA,NA,NA,NA,NA,chr8,1470694,1471850,1471272,1633995488,1635466760,NA
Zm00001eb033690,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.0406321227542084,0.833711404191534,0.0486994437991617,0.770085861271107,NA,NA,NA,NA,NA,chr1,186961466,186965993,186963730,0,186963730,NA
Zm00001eb267550,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.310306052899514,0.490958155091554,-0.512367781121827,0.349248970394616,NA,NA,NA,NA,NA,chr6,52344445,52344657,52344551,1266829338,1319173889,NA
Zm00001eb211730,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.028389495002248,0.924131201023045,0.246164648424633,0.319555838843426,NA,NA,NA,NA,NA,chr5,2673987,2676731,2675359,1040475889,1043151248,NA
Zm00001eb174190,T1,NA,6_Fixed,down,down,NA,NA,NA,NA,NA,NA,-0.798088335482982,7.55702511381994e-5,-0.481556147641662,0.0129258304806913,NA,NA,NA,NA,NA,chr4,41637022,41639872,41638447,790145429,831783876,NA
Zm00001eb368380,T1,NA,Ambiguous,up,down,NA,NA,NA,NA,NA,NA,-0.0686314812906024,0.554608870317281,0.210090516330273,0.0400290242093787,NA,NA,NA,NA,NA,chr8,176113452,176115890,176114671,1633995488,1810110159,NA
Zm00001eb126760,T1,NA,2_Mock conditional,down,up,NA,NA,NA,NA,NA,NA,0.03371524657335,0.854672196285517,-0.59008148784481,0.00123039273095805,NA,NA,NA,NA,NA,chr3,31019748,31022983,31021366,552127662,583149028,NA
Zm00001eb183740,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.0382203029582761,0.921274182953801,0.341084879094984,0.385305866722579,NA,NA,NA,NA,NA,chr4,135889602,135894428,135892015,790145429,926037444,NA
Zm00001eb266340,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.0776777532693974,0.811225739518818,0.437301373536393,0.12448776575399,NA,NA,NA,NA,NA,chr6,42454011,42456416,42455214,1266829338,1309284552,NA
Zm00001eb220380,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.57879737098877,0.050375522165181597,1.10388478163029,0.00102975592690622,NA,NA,NA,NA,NA,chr5,23597794,23601386,23599590,1040475889,1064075479,NA
Zm00001eb309040,T1,NA,6_Fixed,down,down,NA,NA,NA,NA,NA,NA,-2.90802210096717,0.0023017033797077,-4.24122713373776,3.96530983807435e-5,NA,NA,NA,NA,NA,chr7,84254765,84256522,84255644,1448186572,1532442216,NA
Zm00001eb245320,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.518104066225352,0.236393527564637,0.0841770806987897,0.828136678062601,NA,NA,NA,NA,NA,chr5,181420566,181421231,181420898,1040475889,1221896787,NA
Zm00001eb379170,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.195972019027119,0.543228607454291,0.157843046561132,0.59558313236585,NA,NA,NA,NA,NA,chr9,28860119,28862155,28861137,1816406690,1845267827,NA
Zm00001eb090440,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.4095562764816,0.0839097437486223,0.194515832765565,0.474502296166139,NA,NA,NA,NA,NA,chr2,124745337,124746101,124745719,308452471,433198190,NA
Zm00001eb061990,T1,NA,2_Mock conditional,down,up,NA,NA,NA,NA,NA,NA,0.16134439071537,0.462366542465573,-0.476692610569021,0.0334129519572064,NA,NA,NA,NA,NA,chr1,298358526,298365042,298361784,0,298361784,NA
Zm00001eb204710,T1,NA,7_Myc responsive,down,up,NA,NA,NA,NA,NA,NA,0.0474309485693431,0.663284980796295,-0.154205182644198,0.126378749173167,NA,NA,NA,NA,NA,chr4,236472678,236476803,236474740,790145429,1026620169,NA
Zm00001eb289270,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.02422605503076,0.00244231231983756,-1.16450744025972,2.59107527613581e-5,NA,NA,NA,NA,NA,chr6,161817578,161819529,161818554,1266829338,1428647892,NA
Zm00001eb077930,T1,NA,Ambiguous,up,down,NA,NA,NA,NA,NA,NA,-0.882627801089771,0.0210195464662179,0.131681692537492,0.743281604180123,NA,NA,NA,NA,NA,chr2,31941048,31942918,31941983,308452471,340394454,NA
Zm00001eb119510,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.237558988803487,0.0601557099410175,0.3340233260373,0.0126996662890797,NA,NA,NA,NA,NA,chr3,2558624,2579876,2569250,552127662,554696912,NA
Zm00001eb162760,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.136205617243375,0.431939192146189,-0.242479418389607,0.222347662807775,NA,NA,NA,NA,NA,chr3,233270331,233276849,233273590,552127662,785401252,NA
Zm00001eb144260,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.357848316188445,0.0413447814786575,-0.193680013840776,0.127160795678562,NA,NA,NA,NA,NA,chr3,170393357,170396464,170394910,552127662,722522572,NA
Zm00001eb084850,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-3.07064903208595,6.3631504163065e-6,-3.2852954005266,2.58486670744718e-7,NA,NA,NA,NA,NA,chr2,65757082,65759780,65758431,308452471,374210902,NA
Zm00001eb259020,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,2.11667238390061,4.14342562377784e-4,2.07376237460458,0.00173092794420526,NA,NA,NA,NA,NA,chr5,224304160,224317806,224310983,1040475889,1264786872,NA
Zm00001eb106950,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.235581345977037,0.584437415764656,-0.808701190211645,0.0325323173865231,NA,NA,NA,NA,NA,chr2,211843077,211844783,211843930,308452471,520296401,NA
Zm00001eb400970,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.86076682813863,0.0114826846935281,0.148603451664852,0.455175281469805,NA,NA,NA,NA,NA,chr9,154740651,154745671,154743161,1816406690,1971149851,NA
Zm00001eb296160,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.0660427595161734,0.593825894051307,-0.43072858663108,0.00450083804852859,NA,NA,NA,NA,NA,chr6,176550550,176556766,176553658,1266829338,1443382996,NA
Zm00001eb087860,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,1.98337825668212,0.0144811451046114,2.42448519502369,0.00326197501003244,NA,NA,NA,NA,NA,chr2,103886989,103888435,103887712,308452471,412340183,NA
Zm00001eb032860,T1,NA,6_Fixed,up,up,NA,NA,NA,NA,NA,NA,0.876028023038591,0.00370945250776851,1.19214162259408,3.1885916419097e-4,NA,NA,NA,NA,NA,chr1,183815811,183817146,183816478,0,183816478,NA
Zm00001eb292910,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.75549563184514,3.53954551961725e-4,-1.72425706281725,1.92214685104171e-4,NA,NA,NA,NA,NA,chr6,170396081,170396831,170396456,1266829338,1437225794,NA
Zm00001eb353880,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-3.35451138777314,3.71181167186837e-4,-4.88378545032543,4.25567775489511e-6,NA,NA,NA,NA,NA,chr8,129008701,129009073,129008887,1633995488,1763004375,NA
Zm00001eb163580,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-1.52546006961899,0.00545989890384382,-0.361214693229179,0.448260554468508,NA,NA,NA,NA,NA,chr3,235971878,235975122,235973500,552127662,788101162,NA
Zm00001eb086380,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,3.34215768879636,2.96925382673913e-6,2.40122962362931,6.68095403408808e-6,NA,NA,NA,NA,NA,chr2,82967186,82969973,82968580,308452471,391421051,NA
Zm00001eb202020,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.284793899161757,0.630191313812395,0.794944896968745,0.398054708511062,NA,NA,NA,NA,NA,chr4,218318260,218320224,218319242,790145429,1008464671,NA
Zm00001eb089970,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,2.15494835380094,0.021112684584769,1.17123199037972,0.18170649074549,NA,NA,NA,NA,NA,chr2,120227368,120229455,120228412,308452471,428680883,NA
Zm00001eb414960,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.164121462963768,0.258706485142922,-0.0627397378866869,0.719214791990793,NA,NA,NA,NA,NA,chr10,73834097,73843858,73838978,1979411434,2053250412,NA
Zm00001eb148210,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.271079670684744,0.334688265799329,0.266898375791425,0.253254327090349,NA,NA,NA,NA,NA,chr3,185426584,185428333,185427458,552127662,737555120,NA
Zm00001eb047830,T1,NA,2_Mock conditional,down,down,NA,NA,NA,NA,NA,NA,-0.449036326302244,0.0601972990012988,-1.56546008394984,7.11704259395452e-6,NA,NA,NA,NA,NA,chr1,245781201,245791774,245786488,0,245786488,NA
Zm00001eb430280,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,2.35525147977566,0.0140012600650667,2.34225331135308,0.00394708493459242,NA,NA,NA,NA,NA,chr10,143138858,143141727,143140292,1979411434,2122551726,NA
Zm00001eb335990,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.259210961760095,0.357406908053004,0.318128352173545,0.429620360608803,NA,NA,NA,NA,NA,chr8,15285952,15296652,15291302,1633995488,1649286790,NA
Zm00001eb086570,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.059095056432606,0.72492127106341,0.344023413495152,0.0465153238993877,NA,NA,NA,NA,NA,chr2,85049882,85052953,85051418,308452471,393503889,NA
Zm00001eb434190,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.884089991596309,0.00345595021597996,-0.364337636907256,0.0588693667064698,NA,NA,NA,NA,NA,chr10,151076456,151077253,151076854,1979411434,2130488288,NA
Zm00001eb210870,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,1.98827846722409,0.103297898805306,-0.981582038500344,0.339129478591978,NA,NA,NA,NA,NA,chr5,1494027,1496196,1495112,1040475889,1041971001,NA
Zm00001eb047570,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.995582565751105,0.0503821599772161,0.85560683865337706,0.0835643785995271,NA,NA,NA,NA,NA,chr1,244252733,244259863,244256298,0,244256298,NA
Zm00001eb019030,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.558173800558272,0.331914604360728,0.0800385270409274,0.901176716210478,NA,NA,NA,NA,NA,chr1,68153582,68155799,68154690,0,68154690,NA
Zm00001eb149440,T1,NA,Ambiguous,up,down,NA,NA,NA,NA,NA,NA,-0.128811483897642,0.664668002996706,0.595148531295459,0.0584653348160429,NA,NA,NA,NA,NA,chr3,189409547,189411748,189410648,552127662,741538310,NA
Zm00001eb023490,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,2.35563844117984,0.00479663323384876,2.07410803773373,8.16462169576147e-5,NA,NA,NA,NA,NA,chr1,93340488,93342374,93341431,0,93341431,NA
Zm00001eb366780,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.105958535676166,0.514054308074698,-0.0614765041197798,0.594899167146772,NA,NA,NA,NA,NA,chr8,173144669,173149440,173147054,1633995488,1807142542,NA
Zm00001eb083900,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-1.13657823210123,0.188028288213379,-0.737739460500581,0.468906276395925,NA,NA,NA,NA,NA,chr2,59236484,59237929,59237206,308452471,367689677,NA
Zm00001eb140690,T1,NA,2_Mock conditional,up,up,NA,NA,NA,NA,NA,NA,0.187284083683958,0.65865667152218,1.73695205041342,0.00634861061531353,NA,NA,NA,NA,NA,chr3,150143821,150144892,150144356,552127662,702272018,NA
Zm00001eb427290,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.31740663535136,0.0733642105406726,-0.0170221668641727,0.913503025571079,NA,NA,NA,NA,NA,chr10,135126765,135129662,135128214,1979411434,2114539648,NA
Zm00001eb060590,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.173131730911639,0.736878703182064,0.135730615644957,0.695932484620818,NA,NA,NA,NA,NA,chr1,294257199,294259141,294258170,0,294258170,NA
Zm00001eb431860,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.19218522169947,2.19091469484785e-5,-0.983482523145676,4.90687318270762e-4,NA,NA,NA,NA,NA,chr10,146902193,146906602,146904398,1979411434,2126315832,NA
Zm00001eb193510,T1,NA,2_Mock conditional,up,down,NA,NA,NA,NA,NA,NA,-0.148056973386399,0.270533727977461,0.240377012455831,0.0475715394266977,NA,NA,NA,NA,NA,chr4,183062091,183073802,183067946,790145429,973213375,NA
Zm00001eb359670,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,1.28063675397798,0.00139397950894848,1.14857471967808,3.64031205998912e-4,NA,NA,NA,NA,NA,chr8,152797989,152818879,152808434,1633995488,1786803922,NA
Zm00001eb385570,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.449648817818935,0.0144321563322744,0.244509468929116,0.0828847292135064,NA,NA,NA,NA,NA,chr9,89128050,89132208,89130129,1816406690,1905536819,NA
Zm00001eb285040,T1,NA,Ambiguous,up,down,NA,NA,NA,NA,NA,NA,-0.284513664554691,0.0697398710184965,0.274334583069622,0.124934315751716,NA,NA,NA,NA,NA,chr6,146617774,146631578,146624676,1266829338,1413454014,NA
Zm00001eb307220,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.816507194970355,0.420170246252088,-0.17893106721878,0.791739200750044,NA,NA,NA,NA,NA,chr7,50781472,50782690,50782081,1448186572,1498968653,NA
Zm00001eb273860,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.134904165629384,0.580471712303428,0.170496961943486,0.526987452515103,NA,NA,NA,NA,NA,chr6,101107025,101107851,101107438,1266829338,1367936776,NA
Zm00001eb348710,T1,NA,1_Myc conditional,up,down,NA,NA,NA,NA,NA,NA,-0.846815783103632,0.0091557878453908809,0.0547814530881349,0.821033728130734,NA,NA,NA,NA,NA,chr8,103440799,103443223,103442011,1633995488,1737437499,NA
Zm00001eb256190,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-2.1489250854432,5.45216202927022e-5,-2.79194323284381,7.30576413642356e-6,NA,NA,NA,NA,NA,chr5,218987328,218991358,218989343,1040475889,1259465232,NA
Zm00001eb380160,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.816507194970355,0.420170246252088,-0.17893106721878,0.791739200750044,NA,NA,NA,NA,NA,chr9,35156336,35158152,35157244,1816406690,1851563934,NA
Zm00001eb356390,T1,NA,Ambiguous,up,up,NA,NA,NA,NA,NA,NA,0.542039456981219,0.384061507202883,2.04537102451758,0.00769384493535966,NA,NA,NA,NA,NA,chr8,139362173,139363224,139362698,1633995488,1773358186,NA
Zm00001eb394300,T1,NA,3_Modulated,down,down,NA,NA,NA,NA,NA,NA,-2.66587860760053,1.40525084834923e-6,-1.29661278091728,2.97965169513288e-4,NA,NA,NA,NA,NA,chr9,133668413,133671608,133670010,1816406690,1950076700,NA
Zm00001eb040390,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,4.23400169615047,4.47038519312893e-5,4.03816039076583,2.34698199321477e-5,NA,NA,NA,NA,NA,chr1,212881718,212882743,212882230,0,212882230,NA
Zm00001eb294500,T1,NA,8_Conserved,up,down,NA,NA,NA,NA,NA,NA,-0.211448230726436,0.560324790796455,0.338697955906006,0.229583907164181,NA,NA,NA,NA,NA,chr6,173516290,173516684,173516487,1266829338,1440345825,NA
Zm00001eb143910,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.0610674748583839,0.868671418661656,-0.468558225454895,0.101541308865915,NA,NA,NA,NA,NA,chr3,168893483,168895074,168894278,552127662,721021940,NA
Zm00001eb430880,T1,NA,3_Modulated,down,down,NA,NA,NA,NA,NA,NA,-0.540486484665943,3.85108793706018e-4,-0.91103329609609,4.32055270072194e-6,NA,NA,NA,NA,NA,chr10,144612219,144617673,144614946,1979411434,2124026380,NA
Zm00001eb085140,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.373504566336653,0.347593549987303,0.713659505536611,0.0905330410521472,NA,NA,NA,NA,NA,chr2,68947960,68948316,68948138,308452471,377400609,NA
Zm00001eb043520,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.78304869348097,7.81064476694135e-5,-1.46851860534029,6.73757437934983e-4,NA,NA,NA,NA,NA,chr1,228772892,228773343,228773118,0,228773118,NA
Zm00001eb134310,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-7.11289030673011,2.2185213380729302e-9,-7.90972288806125,3.97671174035399e-8,NA,NA,NA,NA,NA,chr3,108872569,108874437,108873503,552127662,661001165,NA
Zm00001eb033310,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,2.97000681021438,2.76350686181405e-7,2.88145548578823,3.19834030650315e-7,NA,NA,NA,NA,NA,chr1,185340693,185343207,185341950,0,185341950,NA
Zm00001eb191660,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.00356322357199851,0.980492115910457,-0.1713652254459,0.236044786786798,NA,NA,NA,NA,NA,chr4,177077643,177081550,177079596,790145429,967225025,NA
Zm00001eb058720,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,1.05649612141746,0.0392703753626267,1.08979644746262,0.0247308731648922,NA,NA,NA,NA,NA,chr1,287768871,287770529,287769700,0,287769700,NA
Zm00001eb244070,T1,NA,8_Conserved,up,up,NA,NA,NA,NA,NA,NA,0.525250519044308,0.0976656478283817,0.319546112260772,0.265843577566211,NA,NA,NA,NA,NA,chr5,177565705,177570419,177568062,1040475889,1218043951,NA
Zm00001eb016590,T1,NA,Ambiguous,down,down,NA,NA,NA,NA,NA,NA,-0.584094653761764,0.10625924084531,-0.843438693535565,0.00418313255073182,NA,NA,NA,NA,NA,chr1,58422945,58427956,58425450,0,58425450,NA
Zm00001eb012800,T1,NA,6_Fixed,up,up,NA,NA,NA,NA,NA,NA,0.749452132916586,0.00861920458594076,1.36440480668488,1.39434621635667e-5,NA,NA,NA,NA,NA,chr1,42364143,42367257,42365700,0,42365700,NA
Zm00001eb232500,T1,NA,8_Conserved,down,up,NA,NA,NA,NA,NA,NA,0.20211846515513399,0.499570784467635,-0.0646739816484911,0.823513586660507,NA,NA,NA,NA,NA,chr5,83020043,83023847,83021945,1040475889,1123497834,NA
Zm00001eb110060,T1,NA,5_Constitutive,down,down,NA,NA,NA,NA,NA,NA,-1.47410365173079,0.00179266473233236,-1.75040032850444,3.71647906275382e-4,NA,NA,NA,NA,NA,chr2,219985803,219986273,219986038,308452471,528438509,NA
Zm00001eb142990,T1,NA,1_Myc conditional,down,up,NA,NA,NA,NA,NA,NA,0.51662687606942,0.0246105262298329,-0.152734026391832,0.353450223993897,NA,NA,NA,NA,NA,chr3,160747333,160748366,160747850,552127662,712875512,NA
Zm00001eb268950,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.0328880697938286,0.948111551196381,-0.758707111949349,0.176874145656366,NA,NA,NA,NA,NA,chr6,68148741,68149666,68149204,1266829338,1334978542,NA
Zm00001eb089080,T1,NA,7_Myc responsive,up,down,NA,NA,NA,NA,NA,NA,-0.222063563728384,0.301740752360044,0.350669419503452,0.080044543127587,NA,NA,NA,NA,NA,chr2,114517779,114519164,114518472,308452471,422970943,NA
Zm00001eb017680,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.356977932456891,0.374312037950095,-0.213388659910193,0.566340623273738,NA,NA,NA,NA,NA,chr1,63020835,63022320,63021578,0,63021578,NA
Zm00001eb130990,T1,NA,5_Constitutive,up,up,NA,NA,NA,NA,NA,NA,3.43270539829432,7.02268477013109e-5,3.24074437722218,5.53117519061526e-8,NA,NA,NA,NA,NA,chr3,59768850,59769445,59769148,552127662,611896810,NA
Zm00001eb092220,T1,NA,8_Conserved,down,down,NA,NA,NA,NA,NA,NA,-0.0152912746011907,0.961321066497699,-0.480001670884722,0.146868716918618,NA,NA,NA,NA,NA,chr2,145012525,145013569,145013047,308452471,453465518,NA
